AAB	ABELAG AVIATION	ABELAG
TKK	AERO WAYS, INC. (NEW CASTLE, DE)	TARKA
TKM	JM FAMILY AVIATION (FT. LAUDERDALE, FL)	TACOMA
TKU	TRANSAFRIC UGANDA LIMITED	UGATRANS
TKW	SAMSUNG TECHWIN CO., LTD	TECHWIN
TKX	TROPICAL INTERNATIONAL AIRWAYS	TROPEXPRESS
TKY	TOPSKI AVIATION	TOPSKY
TLA	AEREOTCLA, S.A. DE C.V.	AEROCLA
TLB	ATLANTIQUE AIR ASSISTANCE	TRIPLE-A
TLC	CARIBBEAN EXPRESS, INC. (MIAMI SPRINGS, FL)	CARIB-X
TLE	AERO UTIL, S.A. DE C.V.	AEROUTIL
TLF	TRANSPORT AFRICA LIMITED	TRANS-LEONE
TLG	INVESTAVIA JSC, AIRCOMPANY	TALGAT
TLI	TL AVIATION GMBH	SPIRIT
TLJ	THALAIR	TALJET
TLK	STARLINK AVIATION	STARLINK
TLL	TRANS ATLANTIC AIRLINES LTD	ATLANTIC LEONE
TLM	THAI LION MENTARI CO., LTD	MENTARI
TLN	AEROTAXI ATLANTICO, S.A. DE C.V.	AERO ATLA
TLR	AIR LIBYA TIBESTI	AIR LIBYA
TLS	TLC AIR, INC. (CARROLTON, TX)	TEALSY
TLT	TURTLE AIRWAYS LTD.	TURTLE
TLU	AERO TOLUCA INTERNACIONAL, S.A. DE C.V.	AEROTOLUCA
TLV	TRAVELAIR	PAJAROS
TLX	TELESIS TRANSAIR, INC. (DALLAS, TX)	TELESIS
TLY	TOP-FLY	TOPFLY
TLZ	TRANSLIZ AVIATION (TMS) LTD	TRANSLIZ
TMA	TRANS MEDITERRANEAN AIRLINES (TMA)	TANGO LIMA
TMB	VOLATO, INC	TOMBO
TMC	TRAVEL MANAGEMENT COMPANY LTD (ELKHART, IN)	TRAIL BLAZER
TMD	TRANSMANDU, C.A.	TRANSMANDU
TME	THOMAS AIR	TAIMEN
TMG	TRI MG INTRA ASIA AIRLINES, PT.	TRILINES
TMH	TAXIS TURISTICOS MARAKAME HUICHOL, S.A. DE C.V.	TAXIMARAKAME
TMI	TAMIR AIRWAYS LTD	TAMIRWAYS
TMK	TOMAHAWK AIRWAYS, INC. (ALCOA, TN)	TOMAHAWK
TML	SOCIETE ANONYME DE TRANSPORT ET TRAVAUX AERIENS DE MADAGASCAR (TAM)	TAM AIRLINE
TMM	TRAFFIC MANAGEMENT CORPORATION (TMC) AIRLINES (YPSILANTI, MI)	WILLOW RUN
TMN	TASMAN CARGO AIRLINES PTY LTD	TASMAN
TMQ	TRAM, SOCIETE	TRAM AIR
TMR	TAMARA NIGER AVIATION	TAMARA
TMS	TEMSCO HELICOPTERS, INC. (KETCHIKAN, AK)	TEMSCO
TMT	TITAN AIRWAYS MALTA	KAPOW
TMW	TRANS MALDIVIAN AIRWAYS PVT., LTD	TRANS MALDIVIAN
TMX	TRAMON AIR CC	TRAMON
TMZ	TRANSPORTE AMAZON AIR C.A.	TRANS AMAZON
TNB	TRANS AIR BENIN	TRANS-BENIN
TNC	TRANSCANCUN SERVICES, S.A. DE C.V.	TRANSCANCUN
TNE	TAXIS AEREOS DEL NOROESTE,S.A. DE C.V.	TAXINOROESTE
TNF	TRANSAFRICAINE S.A.	TRANSFAS
TNI	SCHWAN'S SHARED SERVICES LLC (MARSHALL, MN)	INCA
TNK	AIRMAX AIRLINES, INC.(WAYZATA,MN)	TONKA AIR
TNL	TENGERIYN ULAACH SHINE	SKY HORSE
TNM	TIARA AIR	TIARA
TNO	AEROTRANSPORTE DE CARGA UNION, S.A. DE C.V.	AEROUNION
TNR	TANANA AIR SERVICES (TANANA, AK)	TAN AIR
TNU	TRANSNUSA AVIATION MANDIRI, PT.	TRANSNUSA
TNV	TRANSNORTHERN, LLC (ANCHORAGE, AK)	TRANSNORTHERN
TNW	TRANS NATION AIRWAYS LTD	TRANS-NATION
TNX	TRENER LTD	TRAINER
TNY	TWIN AIR CALYPSO LIMITED, INC. (FT. LAUDERDALE, FL)	TWINCAL
TOA	HELICOPTER SERVICES LTD	TOPCAT
TOB	TOBRUK AIR	TOBRUK AIR
TOC	AEROTROPICAL, S.A. DE C.V.	TROPICMEX
TOF	TOPCLIFFE FTU	TOPCLIFFE
TOG	PARAGON AVIATION LOGISTICS, INC. DBA CSM AVIATION	TIOGA
TOJ	TOJ AIRLINES	TOJ AIRLINE
TOK	AIRLINES OF PAPUA NEW GUINEA (APNG)	BALUS
TOM	TUI AIRWAYS LIMITED	TOMJET
TON	LULUTAI AIRLINES LIMITED	TONGA
TOP	TOP AIR HAVACILIK SANAYI VE TICARET A.S.	AIR TOP
TOR	FLYGTA INC.	HOMERUN
TOS	TROPIC AIR LTD	TROPISER
TOT	ANIVIA SERVICOS AEREOS LTDA	TOTAL EXPRESS
TOW	AIRTANKER SERVICES LTD	TOWLINE
TOY	TOYO AVIATION	TOYO AVIATION
TPA	TRANSPORTES AEREOS MERCANTILES PANAMERICANOS S.A. (TAMPA)	TAMPA
TPB	AERO TROPICAL, LDA	AERO TROPICAL
TPC	AIR CALEDONIE	AIRCAL
TPD	TROPICAL AERO SERVICIOS, S.R.L.	TROPICAL
TPE	TRANSPORTES PENINSULARES TERRESTRES AEREOS Y MARITIMOS S.A. DE C.V.	TRANSPEN
TPF	TAXIS AEREOS DEL PACIFICO, S.A. DE C.V.	TAXIPACIFICO
TPG	TRANSPORTES AEREOS PEGASO, S.A. DE C.V.	TRANSPEGASO
TPJ	TEMPUS JETS, INC. (MAPLE, NC)	TEMPUS JETS
TPK	AIR HORIZON	TCHAD-HORIZON
TPL	TAR INTERPILOT	INTERPILOT
TPM	TRANSPAIS AEREO, S.A. DE C.V.	TRANSPAIS
TPN	TRANSPORTACION AEREA DEL NORTE, S.A. DE C.V.	AEREA DELNORTE
TPO	AERO TAXI DEL POTOSI, S.A.	TAXI-POTOSI
TPQ	TROPIC AIRLINES	TROPICWEST
TPR	TAXIS AEREOS DE PARRAL, S.A. DE C.V.	TAXIS PARRAL
TPS	TRANSPORTES AEREOS PETROLEROS (T.A.P.S.A.)	TAPSA
TPT	TRANSPORTE AEREO DEL SURESTE, S.A. DE C.V.	TASSA
TPU	TRANS AMERICAN AIRLINES S.A. - TRANS AM	TRANS PERU
TPX	TRANSPORTES AEREOS DE XALAPA, S.A. DE C.V.	TRANSXALAPA
TPZ	TRANSPORTES LA PAZ, S.A. DE C.V.	TRANSPAZ
TQE	TAXAIR MEXIQUENSES, S.A. DE C.V.	TAXAIR
TQF	UK ROYAL/VIP HELICOPTER FLIGHTS	RAINBOW
TQN	TAQUAN AIR SERVICES, INC. (KETCHIKAN, AK)	TAQUAN
TQQ	TARCO AVIATION COMPANY LIMITED	AVIATION TARCO
TQR	TRANSPORTACION AEREA DE QUERETARO, S.A. DE C.V.	TRANSQUERETARO
TRA	TRANSAVIA HOLLAND B.V.	TRANSAVIA
TRB	RABBIT WINGS AIRWAYS CO., LTD	THAI REGIONAL
TRC	TRANS AIR CHARTER, INC. (FULLERTON, CA)	TRACKER
TRD	TRANS ISLAND AIR 2000	TRANS ISLAND
TRF	THRUST FLIGHT	THRUST
TRG	TRANSCARGO	TRANSCARGO
TRH	TURUKHAN AIRLINES	TURUKHAN
TRJ	TURBO MEGA AIRWAYS PVT. LTD.	TRUJET
TRK	TURKISH AIRLINES GENERAL AVIATION	TURKISH REPUBLIC
TRL	STARLITE AVIATION PTY LTD	STARSTREAM
TRM	TRANSPORT AERIEN DE MAURITANIE (TAM)	SOTRANS
TRN	SERVICIOS AEREOS CORPORATIVOS, S.A. DE C.V.	AEROTRON
TRO	TROPIC AIRLINES-AIR MOLOKAI(HONOLULU, HI)	MOLOKAI
TRP	MARYLAND STATE POLICE (PIKESVILLE, MD)	TROOPER
TRQ	TARCO AIR	AIRTARCO
TRR	TRAMSON LIMITED	TRAMSON
TRS	AIRTRAN AIRWAYS, INC. (ORLANDO, FL)	CITRUS
TRT	TRANS ARABIAN AIR TRANSPORT	TRANS ARABIAN
TRU	TRIANGLE AIRLINE (UGANDA) LTD	TRI AIR
TRV	TARON-AVIA LLC	TARONAVIA
TRW	TRANSWESTERN AIRLINES OF UTAH (LOGAN, UT)	TRANS-WEST
TRX	TRANSPORTES AEREOS TERRESTRES, S.A DE C.V.	TRANS-TERRESTRES
TRY	TRISTAR AIRLINES, INC. (LAS VEGAS, NV)	TRISTAR AIR
TRZ	TRANSMERIDIAN AIRLINES (HOUSTON, TX)	TRANS-MERIDIAN
TSA	TRANSAIR FRANCE	AIRTRAF
TSC	AIR TRANSAT A.T. INC.	AIR TRANSAT
TSD	TAF-LINHAS AEREAS S/A	TAFI
TSE	TRANSMILE AIR SERVICES (M) SDN. BHD.	TRANSMILE
TSG	TRANS-AIR-CONGO	TRANS-AIR-CONGO
TSH	REGIONAL 1 AIRLINES LTD	TRANSCANADA
TSI	TRANSPORT'AIR	TRANSPORTAIR
TSJ	COMBINED PRIVATE INVESTIGATIONS CC T/A CPI AVIATION	TARSIER
TSK	TASHKENTAIR, LLC	TASHKENT AIR
TSL	THAI AVIATION SERVICES LIMITED	THAI AVIATION
TSM	SKYLOUNGE SERVICES S.A.L.	SKYLOUNGE
TSN	TRANS-AIR SERVICES LIMITED	AIR TRANS
TSO	TRANSAERO AIRLINES	TRANSOVIET
TSP	TONLESAP AIRLINES	TONLESAP AIR
TSQ	AIR TRANSSE CO., LTD	AIRTRA
TSR	TJS SAN MARINO	SAN MARINO
TSS	TRI-STATE AERO, INC. (EVANSVILLE, IL)	TRI-STATE
TST	SHATA AIR SERVICES LTD	SHATA AIR
TSU	GULF & CARIBBEAN CARGO, INC. (WATERFORD, MI)	TRANSAUTO
TSV	TROPAIR AIRSERVICES	TROPIC
TSY	TRISTAR AIR	TRIPLE STAR
TTA	TTA -SOCIEDADE DE TRANSPORTE E TRABALHO AEREO, S.A.R.L.	KANIMANBO
TTB	AEROLINEAS TURISTICAS DEL CARIBE, S.A. DE C.V.	AERO TURISTICAS
TTC	TRANSTECO	TRANSTECO
TTD	SERVICIOS AEREOS INTERESTATALES, S.A. DE C.V.	INTERESTATALES
TTE	AVCENTER, INC. (POCATELLO, ID)	TETON
TTF	224TH FLIGHT UNIT	CARGO UNIT
TTG	TRAI THIEN AIR CARGO	VIETNAM CARGO
TTJ	TATRA JET, S.R.O.	TATRA
TTL	TOTAL LINHAS AEREAS S/A	TOTAL
TTM	SOCIETE TOUT TRANSPORT MAURITANIEN	TOUT-AIR
TTN	ABSOLUTE FLIGHT SERVICES (PTY) LTD	TITANIUM
TTO	AIR TRANSPORT & TRANSIT REGIONAL	TRANSPORT TRANSIT
TTP	TRIPLE O. AVIATION LTD	MIGHTY WING
TTR	TRANSPORTACIONES Y SERVICIOS AEREOS, S.A. DE C.V.	TRANSPORTACIONES
TTS	TRANSPORTE AEREO TECNICO EJECUTIVO, S.A. DE C.V.	TECNICO
TTU	TANTALUS AIR LTD.	TANTALUS
TTV	T-AIR, SPOL. S.R.O.	WINSKY
TTW	TIGERAIR TAIWAN CO. LD.	SMART CAT
TTX	EXTRAORDIN AIR AVIATION AND CHARTER (HOUSTON, TX)	TWISTER
TTY	THAI TOURS AND TRANS AIRWAYS CO., LTD	TRIPLE TOUR
TTZ	TANTALUS AIR LTD	TANTALUS
TUA	TURKMENHOVAYOLLARY	TURKMENISTAN
TUB	TRUE AVIATION LIMITED	TRUE AVIATION
TUD	FLIGHT ALASKA, INC. (ANCHORAGE, AK)	TUNDRA
TUG	TURKMENHOWAYOLLARY	TURKMENISTAN GOVERNMENT
TUI	TUIFLY GMBH, LANGENHAGEN	TUI JET
TUJ	TAJOUJ AVIATION	TAJA
TUL	TULPAR AIR	URSAL
TUM	UTAIR CLOSED JSC	UTAIR-CARGO
TUN	TUNISIAN AIR FORCE	TUNISIAN AIRFORCE
TUO	TAXI AEREO TURISTICO, S.A. DE C.V.	TURISTICO
TUP	AVIASTAR-TU CO. LTD	TUPOLEVAIR
TUR	AEROTURPIAL	VETURPI
TUS	TRUSTCO GROUP INTERNATIONAL (PTY) LTD	TRUSTCO
TUX	TUNISAIR EXPRESS	TUNEXPRESS
TUY	LINEA TURISTICA AEREOTUY LTA, C.A.	AEREOTUY
TUZ	DASHOGUZ INTERNATIONAL AIRPORT	UTAT
TVA	TRANS AMERICA AIRLINES INC.	TRANS-AMERICA
TVD	AEROFLIGHT ACADEMY OF AVIATION, INC. (SEATTLE, WA)	AEROFLIGHT
TVF	TRANSAVIA FRANCE	FRANCE SOLEIL
TVI	TIRAMAVIA LTD	TIRAMAVIA
TVJ	THAI VIETJET AIR JOINT STOCK CO., LTD.	THAIVIET JET
TVL	SMARTWINGS HUNGARY KFT.	TRAVEL SERVICE
TVP	SMARTWINGS POLAND	JET TRAVEL
TVQ	SMARTWINGS SLOVAKIA, S.R.O.	SLOVAKTRAVEL
TVR	TERRA AVIA	TERRAAVIA
TVS	SMARTWINGS, A.S.	SKYTRAVEL
TVT	TAXIS AEREOS DEL VALLE DE TOLUCA, S.A. DE C.V.	TAXIS TOLUCA
TVV	TRAVIRA AIR	PARAMITA
TWB	T'WAY AIR CO., LTD	TEEWAY
TWC	CANADIAN AIRWAYS CONGO	CANAIR
TWD	WINGS AVIATION LTD	TRADEWINGS
TWE	TRANSWEDE AIRWAYS AB	TRANSWEDE
TWF	247 JET LTD	CLOUD RUNNER
TWG	AIR-TAXI EUROPE GMBH,BRAUNSCHWEIG	TWIN-GOOSE
TWI	TAILWIND HAVAYOLLARI A.S.	TAILWIND
TWN	AVIALEASING AVIATION COMPANY	TWINARROW
TWR	TRANSWORLD AIRFREIGHTERS	TRANSWORLD
TWT	TRANSWISATA PRIMA AVIATION, PT.	TRANSWISATA
TWW	TRANS AIR WELWITCHIA	WELWITCHIA
TWY	SUNSET AVIATION, LLC (PETALUMA, CA)	TWILIGHT
TXA	DEER HORN AVIATION LTD CO	TEXAIR
TXB	TAXIS AEREOS DE CABORCA, S.A. DE C.V.	CABORCA
TXC	TRANSAVIAEXPORT	TRANSEXPORT
TXD	AEROTAXIS DEL NOROESTE, S.A. DE C.V.	TAXI OESTE
TXF	AEROTAXIS ALFE, S.A. DE C.V.	ALFE
TXH	BELL HELICOPTER	TEXTRON
TXI	AEREOTAXIS, S.A. DE C.V.	AEREOTAXIS
TXJ	BRILLIANT JET CO., LTD.	TAIXIANG
TXL	TAXI AEREO COZATL, S.A. DE C.V.	TAXI COZATL
TXM	TAXI AEREO DE MEXICO	TAXIMEX
TXN	TEXAS NATIONAL AIRLINES (SAN ANTONIO, TX)	TEXAS NATIONAL
TXO	TAXIS AEREOS DE SINALOA, S.A. DE C.V.	TAXIS SINALOA
TXP	ASIAN EXPRESS	TAJIK EXPRESS
TXR	TAXIREY, S.A. DE C.V.	TAXIREY
TXS	TEXAS AIRLINES, INC. (GALVESTON, TX)	TEXAIR
TXT	GROUP ONE, INC. D/B/A TEXAS AIR CHARTERS (DENTON, TX)	TEXAS CHARTER
TXV	PUERTO VALLARTA TAXI AEREO, S.A. DE C.V.	TAXIVALLARTA
TXX	AUSTIN EXPRESS, INC. (AUSTIN, TX)	COWBOY
TXZ	THAI EXPRESS AIR CO. LTD.	EXPRESS AIR
TYA	JOINT-STOCK COMPANY NORDSTAR AIRLINES	TAIMYR
TYC	TRANSYLVANIA INTERNATIONAL AIRLINES	TRANSYLVANIA
TYF	TAYFLITE LIMITED	TAYFLITE
TYJ	TYROLEAN JET SERVICES MALTA LTD.	TYROL MALTA
TYL	DAMASCENE AIRLINES	DAMASAIR
TYM	TRANSPORTES Y MANTENIMIENTOS ESPECIALIZADOS DE MEXICO, S.A. DE C.V.	ESPEMEX
TYR	TYROLEAN AIRWAYS - TIROLER LUFTFAHRT GMBH	TYROLEAN
TYT	NATIONAL FLIGHT CENTRE LTD.	TRINITY
TYW	TYROL AIR AMBULANCE GMBH	TYROL AMBULANCE
TZA	AERO TOMZA, S.A. DE C.V.	AERO TOMZA
TZE	TRANSPORTE AEREO ERNESTO SAENZ, S.A. DE C.V.	TRANSPORTE SAENZ
TZK	TAJIKISTAN	TAJIKISTAN
TZP	ZIPAIR TOKYO INC.	ZIPPY
TZR	RAINBOW AIR, C.A.	RAIN-BEE
TZS	TCA LTD	TOKA
TZT	AIR ZAMBEZI	ZAMBEZI
TZU	SERVICIOS AEREOS TAMAZULA, S.A. DE C.V.	TAMAZULA
UAB	UNITED ARABIAN AIRLINES	UNITED ARABIAN
UAC	UNITED AIR CHARTERS	UNITAIR
UAE	EMIRATES	EMIRATES
UAF	UNITED ARAB EMIRATES AIR FORCE	UNIFORCE
UAG	AS UNION AVIATION	SAKTA
UAL	UNITED AIRLINES, INC. (CHICAGO, IL)	UNITED
UAP	UAE POLICE	AIRWING
UAR	AEROSTAR	AEROSTAR
UAT	UZ AERO TECH GROUP	UZTECH
UAY	UNIVERSITY OF BIRMINGHAM AIR SQUADRON - ROYAL AIR FORCE	UNIVERSITY
UBA	MYANMAR NATIONAL AIRLINES	UNIONAIR
UBD	UR AIRLINES	URAIR
UBE	BEES AIRLINE LLC	FLOWER BEE
UBG	US-BANGLA AIRLINES LTD.	BANGLASTAR
UBS	BARBEDOS AVIATION SERVICES LIMITED	BARBEDOS
UBT	NORSE ATLANTIC UK LTD	LONGBOAT
UCA	COMMUTAIR (PLATTSBURGH, NY)	COMMUTAIR
UCB	UNITED CARIBBEAN AIRLINES INC.	EAGLE EYE
UCC	UGANDA AIR CARGO	UGANDA CARGO
UCG	UNIWORLD COMMERCIAL GROUP, S.A. (UNIWORLD AIR CARGO)	UNIWORLD
UCH	US AIRPORTS AIR CHARTER (ROCHESTER, NY)	US CHARTER
UCK	AIR DIVISION OF THE EASTERN KAZAKHSTAN REGION, MUNICIPAL STATE ENTERPRISE	GALETA
UCM	UNIVERSITY OF CENTRAL MISSOURI (WARRENSBURG, MO)	MULE-FLIGHT
UCO	UCOAVIACION S.L.	UCOAVIACION
UCR	AERO-CHARTER UKRAINE LTD	CHARTER UKRAINE
UCS	UNITED CARRIERS SYSTEMS, INC. (GAHANNA, OH)	UNITED CARRIERS
UDC	DONBASSAERO AIRLINES LLC	DONBASS AERO
UDG	TEAM125	UNDERDOG
UDN	DNIEPROAVIA	DNIEPRO
UEA	CHENGDU AIRLINES CO., LTD	UNITED EAGLE
UEE	UNITED EAGLE DOO	EAGLE SLOVENIA
UEJ	UNITED EXECUTIVE JET, INC. D/B/A JETCORP (CHESTERFIELD, MO)	JETCORP
UEU	UNITED EUROPEAN AIRLINES (S.C.) S.R.L.	UNITED EUROPEAN
UFA	STATE FLIGHT ACADEMY OF UKRAINE, THE	FLIGHT ACADEMY
UFS	UFS, INC. (ST.LOUIS, MO)	FEEDER FLIGHT
UFX	UNI-FLY HELIWORX LIMITED	RAGNAR
UGA	UGANDA AIRLINES CORPORATION	UGANDA
UGB	MERIDIANA AFRICA AIRLINES (U) LTD	UGAWINGS
UGC	URGEMER CANARIAS, S.L.	URGEMER
UGD	UGANDA NATIONAL AIRLINES COMPANY LIMITED DBA UGANDA AIRLINES	CRESTED
UGJ	UGJET	UNIJET
UGL	INTER-ISLAND AIR, INC. (KAHULUI, HI)	UGLY VAN
UGP	SHAR INK LTD	SHARINK
UGS	SKA AIR AND LOGISTICS (UGANDA) LIMITED	SKY UGANDA
UGX	EAST AFRICAN	CRANE
UHC	UKRAINIAN HANDLING COMPANY LLC	HANDLING COMPANY
UHL	UKRAINIAN HELICOPTERS, CJS COMPANY	UKRAINE COPTERS
UHO	LLC H3OPERATIONS	HELIOPS
UHS	ULYANOVSK HIGHER CIVIL AVIATION SCHOOL	PILOT AIR
UIA	UNI AIR	GLORY
UIT	UNIVERSITETET I TROMSO	ARTIC
UJC	ULTIMATE JETCHARTERS, INC. (NORTH CANTON,OH)	ULTIMATE
UJR	UNIVERSAL JET RENTAL DE MEXICO, S.A. DE C.V.	UNIVERSAL JET
UJT	UNIVERSAL JET AVIATION, INC. (BOCA RATON, FL)	UNI-JET
UJX	ATLASJET UKRAINE AIRLINES	ATLAS UKRAINE
UKA	AERO FLIGHTOPS UK LTD	BLACK JET
UKI	UK INTERNATIONAL AIRLINES LTD	MAGENTA
UKL	UKRAINE AIRALLIANCE	UKRAINE ALLIANCE
UKM	UKRAINE MEDITERRANEAN AIRLINES LTD	UKRAINE MEDITERRANEE
UKN	UKRAINE AIR ENTERPRISE	ENTERPRISE UKRAINE
UKP	UK HOME OFFICE	POLICE
UKR	AIR UKRAINE	AIR UKRAINE
UKT	UKTUS, AIRCOMPANY	UKTUS
UKU	SECOND SVERDLOVSK AIR ENTERPRISE	PYSHMA
UKV	FLY UK	SKYWAYS
UKW	LVOV AIRLINES	UKRAINE WEST
UKZ	ZOOM AIRLINES LTD	FLYZOOM
ULA	ULTRAAIR,LLC (OMAHA,NE)	ULTRAJET
ULC	ALBINATI AVIATION LTD	ALBI
ULG	U AIRLINES CO., LTD	UNICORN
ULH	ULTIMATE HELI (PTY) LTD	ULTIMATE HELI
ULR	ULTIMATE AIRWAYS (PTY) LTD.	VIPER
ULS	ULTRA AIR S.A.S	AIR ULTRA
ULT	ULTRAIR, INC. (SMYRNA, TN)	ULTRAIR
UMA	LINEAS AEREAS DEL HUMAYA, S.A. DE C.V.	HUMAYA
UMB	AIR UMBRIA, SOCIETA	AIR UMBRIA
UMK	YUZMASHAVIA	YUZMASH
UMS	UNITEMP-M, LIMITED LIABILITY INDUSTRIAL COMPANY	TOPAZ
UNA	BUSINESS AVIATION ASIA LIMITED	UNITED ASIA
UNC	UNI-FLY A/S	UNICOPTER
UND	ATUNEROS UNIDOS DE CALIFORNIA, S.A. DE C.V.	ATUNEROS UNIDOS
UNF	UNION FLIGHTS (SACRAMENTO, CA)	UNION FLIGHTS
UNI	UNICAIR GMBH	UNICAIR
UNO	UNITED NATIONS ORGANIZATION	UNITED NATIONS
UNQ	UNIQUE AIR CHARTER (PTY) LTD	UNIQUE
UNS	UNSPED PAKET SERVISI INC.	UNSPED
UNT	SERVICIOS AEREOS UNIVERSITARIOS, S.A. DE C.V.	UNIVERSITARIO
UNU	UNIFLY SERVIZI AEREI SRL	UNIEURO
UNY	LUND UNIVERSITY SCHOOL OF AVIATION, TFHS	UNIVERSITY
UPA	AIR FOYLE LTD	FOYLE
UPL	UKRAINIAN PILOT SCHOOL	PILOT SCHOOL
UPS	UNITED PARCEL SERVICE COMPANY, (LOUISVILLE, KY)	UPS
UPV	UPAVON (TRENCHARD LINES)	UPAVON
UQA	UNIQUE AIR FZE	UNICARGO
URA	AIRCOMPANY ROSAVIA, LTD	ROSAVIA
URF	SURF AIR (SANTA MONICA, CA)	SURFAIR
URG	AIR URGA	URGA
URI	USKY AIR	URI AIR
URJ	STAR AIR M/S	STARAV
URN	TURAN AIR	TURAN
URO	EUROPEAN CARGO LIMITED	EURO
URR	AURORA AIRLINES, D.O.O.	AIR AURORA
URS	SILK ROAD CARGO BUSINESS	SILK CARGO
URV	URAIAVIA	URAI
USA	SILK AVIA LLC	SILK
USB	TUSHETI	TUSHETI
USC	AIRNET II	STAR CHECK
USH	U.S. HELICOPTER CORP. (STRATFORD, CT)	US-HELI
USJ	U S JET, INC. (WASHINGTON, DC)	USJET
USK	SKIF-AIR, LLC	SKIF-AIR
USR	US ARMY AERONAUTICAL SERVICES AGENCY	US ARMY
USW	HUMO AIR	AKSAR
USX	TERRAKEA	TERRAKEA
USY	USC GMBH	UNISKY
UTA	UTAIR AVIATION	UTAIR
UTG	UNION DE TRANSPORTES AEREO DE GUINEA ECUATORIAL (UTAGE)	UTAGE
UTH	UTAIR-HELICOPTER SERVICES	UTAIR HELICOPTERS
UTM	TAPC AVIATRANS AIRCOMPANY	AVIATAPS
UTN	SKYLINE EXPRESS AIRLINES LLC	UT-UKRAINE
UTP	UNI-TOP AIRLINES CO., LTD	UNI-TOP
UTR	UTAIR LIMITED	UTAIR LIMITED
UTS	STATE AIR TRAFFIC SERVICE ENTERPRISE	AIRRUH
UTT	TRANSARABIAN TRANSPORTATION SERVICES CO. LTD	ARABIAN TRANSPORT
UTX	UTAIR-EXPRESS LIMITED COMPANY	UTAIR-EXPRESS
UTY	ALLIANCE AIRLINES PTY LTD	UNITY
UVA	UNIVERSAL AIRWAYS, INC.	UNIVERSAL
UVL	UNIVERSAL AIR CHARTER AND MANAGEMENT	UNIVERSALAIR
UVM	UVAVEMEX, S.A. DE C.V.	UVAVEMEX
UVN	GULF AVIATION SERVICES GROUP (UNITED AVIATION)	SENYARI
UVS	AIR UNIVERSAL LIMITED	UNI-LEONE
UVT	JSC UVT AERO	TAT-JET
UWA	UNITED WEST AIRLINES INC (STUART,FL)	GRUMPY
UWD	SKYWARD AVIATION	UPWARD
UWJ	UKRAINIAN WINGS	UKRAINIAN WINGS
UZA	CONSTANTA	CONSTANTA
UZB	UZBEKISTAN AIRWAYS JSC	UZBEK
UZP	PANORAMA AIRWAYS	PANORAMA
UZS	SAMARKAND AIRWAYS	SOGDIANA
VAA	VAN AIR EUROPE, A.S.	EUROVAN
VAC	VALOR AIR	VALORAVIA
VAD	AEROTAXI LOS VALLES, S.L.	VALLES
VAE	AIR-EVAN'S, ESCUELA DE PILOTOS PRIVADOS	AIR-EVANS
VAG	VIETRAVEL AIRLINES	VIETRAVEL AIR
VAJ	AVCON JET S.R.L.	TRUBADIX
VAL	VOYAGEUR AIRWAYS LTD.	VOYAGEUR
VAM	AMERAVIA	AMERAVIA
VAN	CARAVAN AIR	CAMEL
VAP	PHUKET AIRLINES CO., LTD	PHUKET AIR
VAQ	AVIACION VAP, S.L.	VAQUERO
VAR	WESTWIND SCHOOL OF AERONAUTICS, PHOENIX, LLC, DBA UNITED AVIATE ACADEMY	VARNEY
VAS	ATRAN	ATRAN
VAU	V AUSTRALIA	VEE-OZ
VAW	FLY2SKY	SOFIA JET
VBA	AVB 2012 LTD.	NOVE
VBB	ALK JSC	AIR LUBO
VBC	AVB-2004 LTD	AIR VICTOR
VBG	NORTH-WEST AIR TRANSPORT COMPANY - VYBORG, JSC	VYBORG AIR
VBH	VIRGIN BLUE HOLDINGS LTD	BLUEY
VBV	AVB-2010	AIR LUBO
VBW	AIR BURKINA	BURKINA
VCG	CATREUS AOC LTD	THUNDER CAT
VCH	CONSORCIO HELITEC C.A.	CONSORCIO HELITEC
VCI	CI-TOURS	CI-TOURS
VCJ	AVCON JET MALTA LTD	OBELIX
VCM	VOLARE AIR CHARTER COMPANY (EL PASO, TX)	CARMEN
VCN	EXECUJET EUROPE AG	AVCON
VCP	FLIGHTDECK2SIM	ALPACA
VCR	CRUISER LINHAS AEREAS LTDA.	VOE CRUISER
VCT	VISCOUNT AIR SERVICE, INC. (TUCSON, AZ)	VISCOUNT AIR
VCU	SERVICIOS AEREOS CEU AZUL, C.A.	SACEU
VCV	CONVIASA	CONVIASA
VCY	ONE CARIBBEAN LTD	VINCY
VDA	VOLGA-DNEPR	VOLGA
VDC	PRIVIUM S.L. (EXCELAIR)	PRIVIUM
VDG	VIAJES DON GOYO, S.A. DE C.V.	VIAJES DON GOYO
VDO	SERVICIOS AEREOS AVANDARO, S.A. DE C.V.	AVANDARO
VDR	VOLDIRECT SAS	VOLDIR
VEC	VENSECAR INTERNACIONAL C.A.	VECAR
VEG	AEROVEGA, S.A. DE C.V.	AEROVEGA
VEJ	AERO EJECUTIVOS, C.A.	VENEJECUTIV
VEK	AVIATION INDUSTRIAL COMPANY VECTOR, LLC	ROTCEV
VEL	VELVET SKY AVIATION (PTY) LTD	VELVET
VEM	VICTORIA AIR LTD	VICAIR
VEN	TRANSAVEN (TRANSPORTE AEREO DE VENEZUELA, C.A.)	TRANSAVEN AIRLINE
VES	VIEQUES AIR LINK, INC. (VIEQUES, PR)	VIEQUES
